GlobalId,IFC_Class,Name,ObjectType,Tag,Primary_Material,Property_Count
0DLaAXeLn9NPz9nTSXlGD8,IfcDiscreteAccessory,SQUARE TUBES,SHS50*50*3.2,2st-32(?),STEEL/SS400,17
1uQcRbrazF6QuL1uDteu__,IfcDiscreteAccessory,SQUARE TUBES,SHS50*50*3.2,2st-29(?),STEEL/SS400,17
3TD5btONz45OkhfvJBtVnq,IfcDiscreteAccessory,PLATE,PL9x100,1p-97(?),STEEL/SS400,17
3mQZR$TUL7qRZi2TWLg47k,IfcDiscreteAccessory,PLATE,PL9x100,1p-96,STEEL/SS400,17
3EuE8CwJX1gfGVYTLC1QkB,IfcDiscreteAccessory,PLATE,PL9x100,1p-96,STEEL/SS400,17
12TZ2hf1j84O1gXSGtStZR,IfcDiscreteAccessory,SQUARE TUBES,SHS38*38*3.2,1rtn-1(?),STEEL/SS400,17
2EQGg78$bDOOMIp2Yn_Ud9,IfcDiscreteAccessory,PLATE,PL4.5x36,1p38-0(?),STEEL/SS400,17
2dPMSzDirE1h02o1dSEHDJ,IfcDiscreteAccessory,PLATE,PL9x120,1p-98(?),STEEL/SS400,17
04xss$b6P8FuaYTflJbZrW,IfcDiscreteAccessory,PLATE,PL9x100,1p-97(?),STEEL/SS400,17
38I5xV1E145RUpMjwa4w8q,IfcDiscreteAccessory,PLATE,PL9x100,1p-96,STEEL/SS400,17
3z21hF92zEEe4Is1ZYeXmK,IfcDiscreteAccessory,SQUARE TUBES,RHS50*25*2.5,x-417(?),STEEL/SS400,17
24RsZKG0b5wQQkE0OKTbPB,IfcDiscreteAccessory,SQUARE TUBES,RHS50*25*2.5,x-416(?),STEEL/SS400,17
0eyzYJlYrF$xXnRWcYWyl1,IfcDiscreteAccessory,SQUARE TUBES,RHS50*25*2.5,x-416(?),STEEL/SS400,17
2qpHQ0jYb01ALh$Flz1Yk7,IfcDiscreteAccessory,PLATE,PL4.5x19,P75-0(?),STEEL/SS400,17
379sEn_6D5Q9JPbVhSQ232,IfcDiscreteAccessory,PLATE,PL4.5x19,P75-0(?),STEEL/SS400,17
1zewWdoQ5EMPzKdYQPUyRh,IfcDiscreteAccessory,PLATE,PL4.5x19,P75-0(?),STEEL/SS400,17
3DIQAuF3L1t8JUPLL_aGRa,IfcDiscreteAccessory,PLATE,PL6x47.8,1p-94(?),STEEL/SS400,17
2ijWftGL508O_Aq$SEjLwy,IfcDiscreteAccessory,PLATE,PL6x47.8,1p-94(?),STEEL/SS400,17
1iPv4CZxXDcg7Sd4XmTKC9,IfcDiscreteAccessory,PLATE,PL6x47.8,1p-94(?),STEEL/SS400,17
1H1HOOxHP92AhkA5Jf7FtE,IfcDiscreteAccessory,PLATE,PL6x48,1p-91(?),STEEL/SS400,17
3meAM$Voz2_hbTDUuCuAsq,IfcDiscreteAccessory,SQUARE TUBES,RHS50*25*2.5,1rt-0(?),STEEL/SS400,17
0SG49YSRj8ZuHOb815iF_G,IfcDiscreteAccessory,PLATE,PL6x48,1p-91(?),STEEL/SS400,17
3h1KiOzr9D7xLm2MtAmllX,IfcDiscreteAccessory,SQUARE TUBES,RHS50*25*2.5,1rt-0(?),STEEL/SS400,17
1hqBgie61DbgGCAIs$XvnT,IfcDiscreteAccessory,PLATE,PL6x48,1p-91(?),STEEL/SS400,17
3KZ5BGhFb2XOkjn1x0KwEF,IfcDiscreteAccessory,SQUARE TUBES,RHS50*25*2.5,1rt-0(?),STEEL/SS400,17
3deIk5a0v0BhMcQT8Qe$W8,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-108,STEEL/SS400,17
3ighlJ9jTFc8yYYEUi_k92,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
18FW2Q9vj9QufLOOuUUUTF,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
108j4YojX8mOEnW8UL8Op2,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
0He3FC52bEheZZFiWbQxOH,IfcDiscreteAccessory,CAP PLATE,PL4.5x43.6,p-0(?),STEEL/SS400,17
1v4lUoTcP6lQoFRmxO_Dgf,IfcDiscreteAccessory,CAP PLATE,PL4.5x43.6,p-0(?),STEEL/SS400,17
1DGwe9oJLCdPk6SmvZb6xc,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
29vHjuMUT1yxTGONfBmEnL,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
00j9_bEBrAyOa8g0Hx9b2n,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
0PPDEQ5Cb2RAcDyxvPwyUE,IfcDiscreteAccessory,PLATE,PL9x86,4p-104,STEEL/SS400,17
2nCx5RbnbAeOejkHpy_CoY,IfcDiscreteAccessory,PLATE,PL9x246,4pn-7,STEEL/SS400,17
22bDWD4ybAlR1MVTUU8515,IfcDiscreteAccessory,PLATE,PL9x100,1p-89(?),STEEL/SS400,17
0utPhRbxT5XwssnapDqb0L,IfcDiscreteAccessory,PLATE,PL12x244.5,4pn-3,STEEL/A572-GR.50,17
1aWq4HkuXBEB2PU95dSoXO,IfcDiscreteAccessory,PLATE,PL9x140,4p-90,STEEL/SS400,17
0_o3SnLBf0rhaklx5OL9k9,IfcDiscreteAccessory,PLATE,PL9x85,4p-70,STEEL/A572-GR.50,17
0kYfHujG10yQnexyGCRST5,IfcDiscreteAccessory,PLATE,PL9x245,4p-69,STEEL/A572-GR.50,17
2G3RHG$0v7Ne4yocJsKhpY,IfcDiscreteAccessory,LIFTING LUG,PL16x99.3,4p-66,STEEL/A572-GR.50,17
0ZaTi0T4XBXOi5vqDpcaNN,IfcDiscreteAccessory,PLATE,PL16x134.7,4p-36,STEEL/A572-GR.50,17
3RMrL0GS5609OS2uBpJd5M,IfcDiscreteAccessory,LIP PLATE,PL12x88.5,4p-68,STEEL/A572-GR.50,17
3Ynfmsc6f37emU8lMq_BqX,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
23PU$uMZTAeBqZ_Z65oYWg,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
30A0x4YbXBu8JRPEkm4e70,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
1z2Opz7gr7b8jcZttiCrQM,IfcDiscreteAccessory,LIP PLATE,PL12x88.6,4p-41,STEEL/A572-GR.50,17
3kh5E32BDCVOSiIVjJmuhj,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
2$ml_RluT3B8aiwzVIwRbj,IfcDiscreteAccessory,BEAM,H-500X200X10X16,4H-10,STEEL/SM520,17
0u176aAAbEAgAQkG6QECYp,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
1hGpdxrTn6lh_T$k0xWuqT,IfcDiscreteAccessory,LIP PLATE,PL12x88.6,4p-41,STEEL/A572-GR.50,17
1WLoxk5YX1mg94RigjgsUb,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
37Zq7nix58ZuyvgsrvKBHo,IfcDiscreteAccessory,PLATE,PL12x88.5,4p-72,STEEL/A572-GR.50,17
37iwZ$q2j63hcpeGsVcqrm,IfcDiscreteAccessory,PLATE,PL12x92.2,4p-71,STEEL/A572-GR.50,17
2u3rGvx4bCtxQueJwGYTwH,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
0_5zcYMun5QeO2t6wfDEct,IfcDiscreteAccessory,BEAM,H-500X200X10X16,4H-9,STEEL/SM520,17
3B8qsfRPDCHgfqEHnotGyH,IfcDiscreteAccessory,PLATE,PL16x133.9,4p-43,STEEL/A572-GR.50,17
3cW9AobqPCohEQ8z8oxr0p,IfcDiscreteAccessory,PLATE,PL16x244.7,4p-112,STEEL/A572-GR.50,17
3bSoNh185Dtwx4FbdEv4JG,IfcDiscreteAccessory,PLATE,PL16x243.9,4p-111,STEEL/A572-GR.50,17
0b8LSfEwX1kAiI8BNvjHei,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
0J1pMpr2fEqwO8eU9oNIE8,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
1_09YhjlDDVRboqgctRBWq,IfcDiscreteAccessory,LIP PLATE,PL12x88.5,4p-68,STEEL/A572-GR.50,17
2ynxUWPwr2UhfH_Kg9WDoT,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
3SOYWA1LH2JwLKQ2gnk7d3,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
31P73_LsX8QxWSP$0PuWWa,IfcDiscreteAccessory,BEAM,H-500X200X10X16,4H-1,STEEL/SM520,17
2gjwbl4r91xAS2EAqaynpK,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
2nz9SLzBvFY9bATJsVtVoP,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
2sqS485Cf4ThgZF$A64rsi,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
3k3hS40VH2MwqZFNn8fr0d,IfcDiscreteAccessory,LIP PLATE,PL12x88.6,4p-41,STEEL/A572-GR.50,17
1fzVseD7LBExyvB3rZBH1v,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
2mqjkjPCH4FuH_wc0ld2iv,IfcDiscreteAccessory,BEAM,H-500X200X10X16,4H-1,STEEL/SM520,17
1FKEEPOxP7E9JIKYwtP5zT,IfcDiscreteAccessory,PLATE,PL9x85,4p-70,STEEL/A572-GR.50,17
18exjQvD11lfzmGgHaY4Mm,IfcDiscreteAccessory,PLATE,PL9x245,4p-69,STEEL/A572-GR.50,17
14CP714zHEXh3bOCaMA3DN,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
0GjnG1QPD83ge4cN_OQbmG,IfcDiscreteAccessory,LIP PLATE,PL12x88.6,4p-41,STEEL/A572-GR.50,17
1GAiW7$bX33R5SlhmM6YxQ,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
0_yiJZoa948PtNn8RumeSV,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
1vOaH3xUr0YQay0F7wInIb,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
03JYNCWJTA3Rzq3kiE67wt,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
2z7Rdhk5bClfqdjydjeviM,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
3H3BZvGGj5ug2Byvf5Pcfh,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
04Iys6otP4M80AgyT1owkM,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
1REMaqInT6$9aN0Hzwy_Pz,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
1Gebrt6Tn76BzPswmOg6H$,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
0$wiPt43L6WRK4f6lqSVmW,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
12JTeR3BLBGwhN1xKC7jlx,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
2U01Ye8DXCBQlTvDRsPYQO,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
2Q5b_nBib9s9DqRL_sBuQM,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
0negBeIlTDtuMqoNHe6Cg0,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
3wyD898mrCxfopJyVcvwRz,IfcDiscreteAccessory,BEAM,H-500X200X10X16,4H-7,STEEL/SM520,17
0RBqsqLMr3Y9MeD_BtCdIw,IfcDiscreteAccessory,LIP PLATE,PL12x88.5,4p-68,STEEL/A572-GR.50,17
1R17WYFCb1hBo76N45CXsf,IfcDiscreteAccessory,LIP PLATE,PL12x92.2,4p-42,STEEL/A572-GR.50,17
2Y6BoTnBb8igrhdgJiTTm6,IfcDiscreteAccessory,PLATE,PL25x300,4p-40,STEEL/A572-GR.50,17
0UTSuXJvTB7gXfdF$5YFgo,IfcDiscreteAccessory,LIFTING LUG,PL16x99.3,4p-66,STEEL/A572-GR.50,17
1iPWJD70D8jevHQiYOMItR,IfcDiscreteAccessory,LIFTING LUG,PL16x99.3,4p-66,STEEL/A572-GR.50,17
2c8KP7smr4v8gf_teTnL5s,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
0LZb5lZRXCi8HoNAtuGJKB,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
1MIHzOyrTCzfjh1tTjLiW7,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
0Pa4ijlo9ABOZx5HMHyPx$,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
1dosrs70rEXgx0Ew8AR0mF,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
33ihkad492GuVqfsTCm1aT,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
0iNkqxA3L048n84N_Wec$0,IfcDiscreteAccessory,HOOK,ROD9,4rb-1,STEEL/SS400,17
1vGkkHsVbCMvWyWHkdr1UB,IfcDiscreteAccessory,BEAM,SHS50*50*3.2,M-0(?),STEEL/SS400,17
341z9NJbz4fxLvvpZi9j4W,IfcDiscreteAccessory,PLATE,PL4.5x60,5p-2(?),STEEL/SS400,17
2WhmLvUyj3Q9dIZExlBTxk,IfcDiscreteAccessory,PLATE,PL4.5x60,5p-2(?),STEEL/SS400,17
0hoNesmOX2C84buZ4RycND,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
0gl8ug4rH8cwMAehc5DRVQ,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
0bd8$qm1vDTPMoMiNSmvE5,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
3jpXcG7qP2uRQAcYPZLyt8,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
30GVg8ctX5ivLkXGLSUgeX,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
0rn5489nP43xqTzVlwKosk,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
1f5AonR1fA7Bh$2koquGL2,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
0KJlweCLr3IwOxNKMlEKEJ,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
1sBLfYQCz7axZFyAEpDxG1,IfcDiscreteAccessory,PLATE,PL8x150,5p-1(?),STEEL/SS400,17
1aS6fg2J5FmP7P$7Ef220J,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
1O8_eakn5BFf4T4v8iQQHl,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
36_WbHZbbF4BxkhbWEX4aV,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
31_8WYtCv8zRhvn$1JMKgN,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
0mDBiQPtXFowC4N_7RGLVO,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
081yRqD45Bn9Iroy37fXy3,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
195EL15WfEWh0nNGQESM66,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
17t8v99nX7iOjObWz8wKrH,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
3KB70mIO18DQbh8cUMHnVZ,IfcDiscreteAccessory,PLATE,PL4.5x60,5p-2(?),STEEL/SS400,17
10MfzjHifDTQNqN$$6OlP6,IfcDiscreteAccessory,PLATE,PL4.5x60,5p-2(?),STEEL/SS400,17
3jmS$YGpLA9BCzu3zEzpBq,IfcDiscreteAccessory,PLATE,PL8x150,5p-1(?),STEEL/SS400,17
3mMhMj7WX4fOwwXI9lJ66M,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
1rhkMuO053RgI45ir2TEUW,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
3u7UbzkMj0jg3sWpRxtNiC,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
0XZK1hJafFJQ3aia1vBAuq,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
3i49TTZ_z8V8RQHV0QTtwf,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
0wEjHF1zzDwf55_sCduIHg,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
2EZLKpm6LEEBuf2SyyZ8qX,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
01jvJ7AKT7d9gdK6xljKh7,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
3PTOZ9SJrAG8IBaJF4FZ1e,IfcDiscreteAccessory,PLATE,PL4.5x60,5p-2(?),STEEL/SS400,17
31xdi3kjbCn9eUWMIcb6Kl,IfcDiscreteAccessory,PLATE,PL4.5x60,5p-2(?),STEEL/SS400,17
3cQlEh1QzAygXKD$rLEWm_,IfcDiscreteAccessory,PLATE,PL8x150,5p-1(?),STEEL/SS400,17
2Qsqnm4ZHEYvhvwAFq5hny,IfcDiscreteAccessory,PLATE,PL9x130,5p-5(?),STEEL/SS400,17
0h1qhboHfBVhzcbjgiUdHW,IfcDiscreteAccessory,Cap plate,PL4.5x94,z-0(?),STEEL/SS400,17
2F3byRO158QPvNBaxi6lA$,IfcDiscreteAccessory,PLATE,PL9x130,5p-5(?),STEEL/SS400,17
2cwRN__jv42BlArJeAG5m0,IfcDiscreteAccessory,PLATE,PL9x100,4p-59,STEEL/SS400,17
19AjBwOjz6pxDsJFpHt7c_,IfcDiscreteAccessory,Cap plate,PL4.5x94,z-0(?),STEEL/SS400,17
05Z6wRNgrFVxVZkKwv6DkG,IfcDiscreteAccessory,PLATE,PL4.5x94,4p-11,STEEL/SS400,17
3jraSANwvEYh3LBLyz5Ww4,IfcDiscreteAccessory,BEAM,SHS100*100*3.2,4sq-4,STEEL/SS400,17
2l1pfmHWHC6BJKfTx0TJj0,IfcDiscreteAccessory,PLATE,PL12x134.5,4p-52,STEEL/A572-GR.50,17
0IkegAES500etbP0Eto4ji,IfcDiscreteAccessory,PLATE,PL12x79.5,4p-110,STEEL/A572-GR.50,17
3gv4wPorr8r8IDQeVzZXtP,IfcDiscreteAccessory,PLATE,PL12x134.5,4p-109,STEEL/A572-GR.50,17
1kaQbp2s15P8WA$gZCVv_P,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
37i7iaK6j6vQ2A7JMorxvK,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
3Y_ZkcwnTCje1WZnzHc7iN,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
1hR1qOSYX3mfWcmtuDmdog,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
0x0cH1Z_v23euvez_TBbnO,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
0WaD7tpivCgeb3xZ23KlTT,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
3PQZNgmND2591lH$fyQiNr,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
2ME9nU18z7AwZP1Hlr_mCe,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
3IyvQet3bErwYJhK6j_AIo,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
0DnEWlABj808BSM12io800,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
1KJU2e7crDZwyens$hdp8U,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-94,STEEL/SS400,17
3jjrJIfJb0rgCX_BrPvgMG,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
1mKnCeOuj2quolWD2djO3e,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
3gHq4xDIHEzumvZNswxVTB,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
3B8no3alrABBHZ5AwqAEJZ,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
3siubwV8j3UedUNSbsL4v8,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
05a0uw7YDEbxe5kYdPCRC0,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
1HCtxJ$i51gvJr1V6Ewzab,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38(?),STEEL/A572-GR.50,17
3iZL5LzknESRaloFznBcpZ,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
3ur3m_G4v5oQpIqHOFYLmO,IfcDiscreteAccessory,PLATE,PL16x240,4p-37,STEEL/A572-GR.50,17
2yBJgC$o10JBKnlprY537c,IfcDiscreteAccessory,PLATE,PL12x90.7,4p-39(?),STEEL/A572-GR.50,17
3RQg8olCTAhRMtBtZXhXEz,IfcDiscreteAccessory,PLATE,PL12x90.7,4p-39,STEEL/A572-GR.50,17
0Y_FIAuqfA3xCZIbGU_ycv,IfcDiscreteAccessory,PLATE,PL16x240,4p-37,STEEL/A572-GR.50,17
3QW8uOZ2T9JucG0oB4aUzY,IfcDiscreteAccessory,BEAM,H-294X200X8X12,4H-22(?),STEEL/SM520,17
2vkykOxNDCi9piUUZssEC1,IfcDiscreteAccessory,BASE PLATE No4,PL20x300,4bpl-4,STEEL/A572-GR.50,17
0HoBTsOojBNu8rpWANJYmf,IfcDiscreteAccessory,PLATE,PL16x244.5,4p-58,STEEL/A572-GR.50,17
3yj1bqlb56pBsE4r4UXOYR,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
1vW3AYrZnDgRPovR2YzYMJ,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
0tF4x6cGXAFB8PrgLmBdsr,IfcDiscreteAccessory,PLATE,PL16x240,4p-37,STEEL/A572-GR.50,17
29fb41Lvr5cfs$egYRwFov,IfcDiscreteAccessory,BEAM,H-294X200X8X12,4H-6,STEEL/SM520,17
2UcXbFK798heAAgDvYSvfW,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
230psK4SP3rxrQwYkGFnZ9,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
1TKULE5qP52vrHUsQDX5Nc,IfcDiscreteAccessory,PLATE,PL16x240,4p-37,STEEL/A572-GR.50,17
0e6KzPzMr6j8vAvgRc1oYP,IfcDiscreteAccessory,PLATE,PL16x244.5,4p-57,STEEL/A572-GR.50,17
1FvOn7Erb0TQWzzJPq7RD3,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
0I4du6w6j7Ggsiq4XqZYFs,IfcDiscreteAccessory,PLATE,PL16x134.5,4p-43,STEEL/A572-GR.50,17
0EC_Bo741Daf2J$15hyeow,IfcDiscreteAccessory,PLATE,PL4.5x104,4p-46,STEEL/SS400,17
1jLQ1GkLX9GAkBBiRcwr79,IfcDiscreteAccessory,PLATE,PL4.5x104,4p-46,STEEL/SS400,17
0HKwcpIDb0g9PAeMlcR7Jv,IfcDiscreteAccessory,PLATE,PL12x240,4p-45,STEEL/SS400,17
1m1wJXIsn0OAj9KUkUD6U4,IfcDiscreteAccessory,PLATE,PL12x244.5,4p-44,STEEL/SS400,17
1SfZMZsSH7IhrnLoj73Tuu,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38(?),STEEL/A572-GR.50,17
0cFiFmxkXA4xtPDzb4AvE6,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
3mal_PrvX4HBecTEBjdG_n,IfcDiscreteAccessory,PLATE,PL16x240,4p-37,STEEL/A572-GR.50,17
3zbxENIYLFz829xji51_Eh,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-50,STEEL/SS400,17
2kRDNDW2bBQAy5jgQ6Pam9,IfcDiscreteAccessory,PLATE,PL8x74.9,4p-49,STEEL/SS400,17
0z8pN3ljb5ruu5t2rBA0C7,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
2Pni6MVFbBd9uOKPq6e4Ch,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
0vxBnU9VLCzeoHT5NgNrMj,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
32dtpNKz12Fek_nNK$JSIl,IfcDiscreteAccessory,BEAM,RHS100*50*3.2,M-0(?),STEEL/SS400,17
0weFSfDcbDw84k4MDoKt8J,IfcDiscreteAccessory,BEAM,SHS50*50*3.2,M-161(?),STEEL/SS400,17
3bQ00wMmz1QhfITWh7zjXR,IfcDiscreteAccessory,BEAM,SHS50*50*3.2,M-161(?),STEEL/SS400,17
2FqXhP$jrBd9AYehf57LYw,IfcDiscreteAccessory,BEAM,SHS50*50*3.2,M-161(?),STEEL/SS400,17
1nkdhVVgn7Zv8ankeMQ0kQ,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
3UHFGk6KT5KvYtdSSLwcgD,IfcDiscreteAccessory,LIP PLATE,PL12x90.7,4p-38,STEEL/A572-GR.50,17
2ISXH_aZHAeB2feXseGcIi,IfcDiscreteAccessory,PLATE,PL16x240,4p-37,STEEL/A572-GR.50,17
3orCv2G_TE4eRkTtnd_a0M,IfcDiscreteAccessory,PLATE,PL4.5x104,4p-46,STEEL/SS400,17
0tjI5AgFbC9uZ4oeFORhTc,IfcDiscreteAccessory,PLATE,PL4.5x104,4p-46,STEEL/SS400,17
3MMDcdU3nCjONBe9QRsAOW,IfcDiscreteAccessory,PLATE,PL12x240,4p-45,STEEL/SS400,17
23uvO3fCv8XhPKpg4HjwNl,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
3y4qveZqnDSOI$Eh2Qvw0D,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
0qkjT5U$PEpAwPSoIWIboV,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
2Kd8kzIfXAi87W6XVqgHcs,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
17yF1wrGnALeZDGijHrLhL,IfcDiscreteAccessory,NUT,M12_NUT,z-144(?),STEEL/SS400,17
1jpH3TICfBrhYnpWUnVFS3,IfcDiscreteAccessory,WASHER,M12_WASHER,z-143(?),STEEL/SS400,17
